runner_id,model_name,dataset_name,regularization,regularization_param,train_loss,test_loss,train_accuracy,test_accuracy,timestamp,epochs,lr,device,batch_size,seed,total_weights,l1_norm,l2_norm,max_weight,min_weight,model_size_mb
itaishapira,lenet,MNIST,dropout,0.3,0.030807194382945696,0.03234648702596314,99.07333333333334,99.03,2023-11-07_07-23-07,10,0.001,cpu,256,42,128576,14566.338676512241,91.30332607030869,0.6065596342086792,-0.9611908197402954,0.490478515625
itaishapira,lenet,MNIST,dropout,0.5,0.05177551470200221,0.04847743416633457,98.47166666666666,98.52,2023-11-07_07-25-46,10,0.001,cpu,256,42,128576,17826.90282213688,104.23717285692692,0.5456041097640991,-0.8494147658348083,0.490478515625
itaishapira,lenet,MNIST,dropout,0.7,0.09318686806758245,0.08264819593653083,97.35333333333334,97.56,2023-11-07_07-28-28,10,0.001,cpu,256,42,128576,17917.906752347946,99.26778723299503,0.5666739344596863,-0.5720281600952148,0.490478515625
itaishapira,lenet,MNIST,l1,0.1,6.729652132415771,6.72914577178955,11.236666666666666,11.35,2023-11-07_07-31-13,10,0.001,cpu,256,42,128576,17.670110224979,1.307342660787981,1.1188887357711792,-0.0006198478513397276,0.490478515625
itaishapira,lenet,MNIST,l1,0.01,2.364323156992594,2.364348051452637,11.236666666666666,11.35,2023-11-07_07-33-58,10,0.001,cpu,256,42,128576,85.9615497396444,10.535488094115863,1.438427209854126,-0.0006526346551254392,0.490478515625
itaishapira,lenet,MNIST,l1,0.001,0.1194740470647812,0.11333741947412491,96.325,96.61,2023-11-07_07-36-38,10,0.001,cpu,256,42,128576,261.74979305593297,15.187406593933702,0.7525362968444824,-0.5967004895210266,0.490478515625
itaishapira,lenet,MNIST,l1,0.0001,0.047713319978117945,0.0478065823379904,98.585,98.28,2023-11-07_07-39-08,10,0.001,cpu,256,42,128576,748.038399413228,19.566170167177916,0.5828348994255066,-0.45786240696907043,0.490478515625
itaishapira,lenet,MNIST,l2,0.1,2.3099155361175536,2.3100312618255616,11.236666666666666,11.35,2023-11-07_07-41-40,10,0.001,cpu,256,42,128576,141.3144568130374,4.579067209735513,0.1531599909067154,-0.13634955883026123,0.490478515625
itaishapira,lenet,MNIST,l2,0.01,0.13528901863098144,0.12198551453351975,96.11333333333333,96.38,2023-11-07_07-44-09,10,0.001,cpu,256,42,128576,521.5970454588532,12.35769627802074,0.42400801181793213,-0.3568571209907532,0.490478515625
itaishapira,lenet,MNIST,l2,0.001,0.0480876405219237,0.0470073105096817,98.55333333333333,98.41,2023-11-07_07-46-36,10,0.001,cpu,256,42,128576,954.6622732877731,18.41121757030487,0.4674147963523865,-0.5194569826126099,0.490478515625
itaishapira,lenet,MNIST,l2,0.0001,0.03154640297492345,0.038132138838991525,98.99333333333334,98.69,2023-11-07_07-49-02,10,0.001,cpu,256,42,128576,1531.2944476604462,25.023442417383194,0.6383809447288513,-0.522487461566925,0.490478515625
itaishapira,lenet,MNIST,l_infinty,0.1,0.037239516100784145,0.042095251886546614,98.88333333333334,98.6,2023-11-07_07-51-31,10,0.001,cpu,256,42,128576,7353.028740525246,50.68479563295841,0.45030057430267334,-0.819862961769104,0.490478515625
itaishapira,lenet,MNIST,l_infinty,0.01,0.034731283232197166,0.03609186041536741,98.92,98.77,2023-11-07_07-53-57,10,0.001,cpu,256,42,128576,8051.081107974052,59.480857625603676,0.4988082945346832,-1.2238068580627441,0.490478515625
itaishapira,lenet,MNIST,l_infinty,0.001,0.0429431129693985,0.05263410745859146,98.62,98.29,2023-11-07_07-56-21,10,0.001,cpu,256,42,128576,7722.226238369942,54.027955800294876,0.572693407535553,-0.9566311836242676,0.490478515625
itaishapira,lenet,FashionMNIST,none,,0.3098265011151632,0.3530068966150284,88.57333333333334,87.12,2023-11-07_08-15-12,10,0.001,cpu,256,42,128576,9287.633727431297,70.55649362504482,0.598757266998291,-1.4795109033584595,0.490478515625
itaishapira,lenet,FashionMNIST,batch_norm,,0.18468367161750793,0.2991401083469391,93.225,89.76,2023-11-07_08-17-47,10,0.001,cpu,256,42,128664,8430.755804359913,65.08057150244713,1.2140557765960693,-0.694479763507843,0.490814208984375
itaishapira,lenet,FashionMNIST,layer_norm,,0.16913218270142874,0.30660979795455934,93.795,89.74,2023-11-07_08-20-22,10,0.001,cpu,256,42,137536,13392.102032959461,157.8370803296566,1.5042169094085693,-1.1718072891235352,0.524658203125
itaishapira,lenet,FashionMNIST,dropout,0.3,0.3170634151776632,0.3500826246023178,88.41166666666666,87.06,2023-11-07_08-22-51,10,0.001,cpu,256,42,128576,17564.726012051105,109.33593398332596,0.4973980188369751,-1.3193784952163696,0.490478515625
itaishapira,lenet,FashionMNIST,dropout,0.5,0.43001796555519106,0.4547462253093719,83.83166666666666,82.62,2023-11-07_08-25-19,10,0.001,cpu,256,42,128576,18891.004029273987,111.72997105121613,0.4571635127067566,-0.9596465826034546,0.490478515625
itaishapira,lenet,FashionMNIST,dropout,0.7,0.5175938970565795,0.5295727016925812,79.925,79.31,2023-11-07_08-27-48,10,0.001,cpu,256,42,128576,18335.81567490101,100.24276226758957,0.5591225028038025,-0.5858410596847534,0.490478515625
itaishapira,lenet,FashionMNIST,l1,0.1,6.90107069905599,6.901070584869385,10.0,10.0,2023-11-07_08-30-23,10,0.001,cpu,256,42,128576,16.07623420166783,0.1308462870074436,0.013865964487195015,-0.0006291143945418298,0.490478515625
itaishapira,lenet,FashionMNIST,l1,0.01,2.3674051342010496,2.367405160522461,10.0,10.0,2023-11-07_08-32-52,10,0.001,cpu,256,42,128576,87.22008729103254,10.478142804349773,1.4043956995010376,-0.0006535786669701338,0.490478515625
itaishapira,lenet,FashionMNIST,l1,0.001,0.4897164969444275,0.514243455696106,82.22,81.51,2023-11-07_08-35-27,10,0.001,cpu,256,42,128576,246.4018286750652,14.686425847467035,0.8400872945785522,-0.836717963218689,0.490478515625
itaishapira,lenet,FashionMNIST,l1,0.0001,0.32706600244839984,0.3576870227575302,88.14,87.26,2023-11-07_08-38-02,10,0.001,cpu,256,42,128576,944.6621415913105,21.937262073159218,0.6824090480804443,-0.6234570145606995,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.1,2.3083416906992595,2.309077624130249,10.0,10.0,2023-11-07_08-40-30,10,0.001,cpu,256,42,128576,168.24543495476246,5.663764212280512,0.2126200944185257,-0.1487278938293457,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.01,0.5096504468123119,0.5377732532978058,81.055,80.25,2023-11-07_08-43-06,10,0.001,cpu,256,42,128576,532.883405521512,12.291393496096134,0.3295963704586029,-0.40265727043151855,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.001,0.3394382316907247,0.3703719219684601,87.76166666666667,86.86,2023-11-07_08-45-31,10,0.001,cpu,256,42,128576,1190.6082233786583,20.174003794789314,0.48257941007614136,-0.5857743620872498,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.0001,0.31501994450887044,0.3559661002874374,88.59333333333333,87.03,2023-11-07_08-47-57,10,0.001,cpu,256,42,128576,2079.323176383972,27.699970960617065,0.64644855260849,-0.57709801197052,0.490478515625
itaishapira,lenet,FashionMNIST,l_infinty,0.1,0.32769465861320496,0.36551687870025634,87.94833333333334,86.68,2023-11-07_08-50-21,10,0.001,cpu,256,42,128576,9103.7330057621,68.13014107942581,0.5198007225990295,-0.7978033423423767,0.490478515625
itaishapira,lenet,FashionMNIST,l_infinty,0.01,0.3118209580739339,0.34885885486602786,88.71333333333334,87.14,2023-11-07_08-52-45,10,0.001,cpu,256,42,128576,8439.741483926773,61.18279707431793,0.6159436106681824,-1.244356632232666,0.490478515625
itaishapira,lenet,FashionMNIST,l_infinty,0.001,0.33691884060700733,0.37181923747062684,87.72333333333333,86.46,2023-11-07_08-55-10,10,0.001,cpu,256,42,128576,9482.800611674786,73.10186955332756,0.38368019461631775,-1.1845718622207642,0.490478515625
itaishapira,resnet18,CIFAR-10,none,,0.2746876909065247,1.0932937984466553,90.968,69.09,2023-11-07_14-41-06,10,0.001,cpu,256,42,11679912,275801.27115631104,511.77329409122467,0.5280808806419373,-1.2220393419265747,44.555328369140625
itaishapira,resnet18,CIFAR-10,batch_norm,,0.13828163357019424,0.9983771855354309,95.16,73.64,2023-11-07_16-57-08,10,0.001,cpu,256,42,11699112,307038.83879101276,3093.4780052900314,67.10294342041016,-7.8662495613098145,44.628570556640625
